lex	Str	vowels
sɛ̀ɛ̂	CVV	ɛɛ
sɛ́ɛ	CVV	ɛɛ
sɛ̏ɛbɔ̏	CVVCV	ɛɛɔ
sɛ̀ɛ̄dhɛ̏	CVVCV	ɛɛɛ
sɛ́ɛgā	CVVCV	ɛɛa
sɛ́ɛlɯ́	CVVCV̈	ɛɛü
sɛ̀ɛ̏n	CVVC	ɛɛ
sɛ́ɛ̈n	CVVC	ɛɛ
sɛ́ɛ̈n	CVVC	ɛɛ
sɛ́gɔ̏	CVCV	ɛɔ
sɛ́gɯ́bhɛ̏n	CVCV̈CV	ɛüɛ
sɛ́i	CVV	ɛi
sɛ́i bhɛ̏ɛn	CVV CVV	ɛi ɛɛ
sɛ́idhɤ̄	CVVCV̈	ɛiö
sɛ́ipʌ̀ŋdhɛ̏	CVVCV̈CCCV	ɛiëɛ
sɛ́isīʌ	CVVCVV̈	ɛiië
sɛ́kɛ́	CVCV	ɛɛ
sɛ́kɔ́	CVCV	ɛɔ
sɛ̀n	CVC	ɛ
sɛ́n	CVC	ɛ
sɛ̏nsɛ̏dhɤ̄n	CVCCVCCV̈	ɛɛö
sɛ́nsɛ́n-dhȕn	CVC CVC CV	ɛ ɛ u
sɛ́ntȁdhɛ	CVCCVCV	ɛaɛ
sɛ̄ŋ	CVCCC	ɛ
sɛ́pían	CVCVVC	ɛia
sɛ́pɔ́dhɛ̏n	CVCVCCV	ɛɔɛ
sɛ̏sȉɤbhɛ̏n	CVCVV̈CV	ɛiöɛ
sɛ́tɔ̏n	CVCVC	ɛɔ
sí	CV	i
sí	CV	i
sìa	CVV	ia
sīȁ	CVV	ia
sīȁ	CVV	ia
sīân	CVVC	ia
sían	CVVC	ia
sían	CVVC	ia
sìʌ̂	CVV̈	ië
sīʌ̂	CVV̈	ië
sīʌ̂n	CVV̈C	ië
sīi	CVV	ii
sìisí	CVVCV	iii
sìō	CVV	io
sīoo	CVVV	ioo
síɔn	CVVC	iɔ
sȉɤ	CVV̈	iö
sȉɤ	CVV̈	iö
sȉɤ	CVV̈	iö
sìɤ̂	CVV̈	iö
síɤ	CVV̈	iö
síɤ̈	CVV̈	iö
síɤ̈	CVV̈	iö
síɤ bhɤ̀ɯ̏	CVV̈ CV̈V̈	iö öü
síɤ̈dhɤ̄	CVV̈CV̈	iöö
sȉɤgā	CVV̈CV	iöa
síɤkɔ́	CVV̈CV	iöɔ
síɤkɔ́gā	CVV̈CVCV	iöɔa
síɤɤzʌ̏	CVV̈V̈CV̈	iööë
síɤsīɤ	CVV̈CVV̈	iöiö
síɤsíɤzʌ̏	CVV̈CVV̈CV̈	iöiöë
sȉɤsɯ̏	CVV̈CV̈	iöü
síɤtʌ́ʌ	CVV̈CV̈V̈	iöëë
sȉɤzʌ̏	CVV̈CV̈	iöë
síɤ̈zʌ̏	CVV̈CV̈	iöë
sísúŋgā	CVCVCCCV	iua
slȁ	CCV	a
slâ	CCV	a
slàâ	CCVV	aa
slāan	CCVVC	aa
slàaŋsláa	CCVVCCCCVV	aaaa
sládō	CCVCV	ao
slȁn	CCVC	a
släplɛ̀	CCVCCV	aɛ
slǽægā	CCVVCV	ɛaa
slʌ̏	CCV̈	ë
slʌ̄	CCV̈	ë
slʌ́	CCV̈	ë
slʌ́a	CCV̈V	ëa
slʌ̏ʌ	CCV̈V̈	ëë
slʌ̀ʌ̂	CCV̈V̈	ëë
slʌ̏ʌdhɤ̄	CCV̈V̈CV̈	ëëö
slʌ́ʌdhɤ̄	CCV̈V̈CV̈	ëëö
slʌ́ʌnslʌ̏n	CCV̈V̈CCCV̈C	ëëë
slʌ̏ʌslʌ̏dhɤ̄	CCV̈V̈CCV̈CV̈	ëëëö
slòô	CCVV	oo
slóo	CCVV	oo
slóodhɤ̄	CCVVCV̈	ooö
slɔ́aslɔ̏a	CCVVCCVV	ɔaɔa
slɔ́ŋ	CCVCC	ɔ
slɔ́ŋ	CCVCC	ɔ
slɔ̀ɔ	CCVV	ɔɔ
slɔ́ɔ	CCVV	ɔɔ
slɤ̏	CCV̈	ö
slɤ́	CCV̈	ö
slɤ̏ɤ	CCV̈V̈	öö
slɤ̀ɤ̄	CCV̈V̈	öö
slɤ̄ɤdhɤ	CCV̈V̈CV̈	ööö
slɤ́ɤslɤ̏	CCV̈V̈CCV̈	ööö
slɤ̀ɤ̄zʌ̄bhɛ̏n	CCV̈V̈CV̈CV	ööëɛ
slúbhɔ̏n	CCVCCV	uɔ
slúun	CCVVC	uu
slɯ́	CCV̈	ü
slɯ̀ɯ̂	CCV̈V̈	üü
slɯ́ɯ	CCV̈V̈	üü
sȍ	CV	o
sȍ	CV	o
sō	CV	o
sòa	CVV	oa
sōbhɛ̏n	CVCV	oɛ
sōŋ	CVCC	o
sōŋdhɤ	CVCCCV̈	oö
sóŋgòzʌ̏	CVCCCVCV̈	ooë
sóŋgō{lɯ̏}	CVCCCV{CV̈}	oo{ü}
sòo	CVV	oo
sòo	CVV	oo
sòo	CVV	oo
sòofàŋ̄	CVVfVCC	oofa
sòogā	CVVCV	ooa
sòosōŋdhɛ̏	CVVCVCCCV	oooɛ
sɔ̄	CV	ɔ
sɔ́	CV	ɔ
sɔ́	CV	ɔ
sɔ̀a	CVV	ɔa
sɔ̄dhʌ́n	CVCV̈	ɔë
sɔ́gā	CVCV	ɔa
sɔ̀n	CVC	ɔ
sɔ́n	CVC	ɔ
sɔ́n	CVC	ɔ
sɔ́ngā	CVCCV	ɔa
sɔ́nkɔ́	CVCCV	ɔɔ
sɔ́nkpɛ̄ŋ	CVCCCVCC	ɔɛ
sɔ̀ŋ̄	CVCC	ɔ
sɔ́ŋ	CVCC	ɔ
sɔ̀ɔ̏	CVV	ɔɔ
sɔ̀ɔ̂	CVV	ɔɔ
sɔ́ɔ	CVV	ɔɔ
sɔ́ɔ	CVV	ɔɔ
sɔ́ɔdhu	CVVCV	ɔɔu
sɔ̀ɔn	CVVC	ɔɔ
sɔ̀ɔ̄n	CVVC	ɔɔ
sɔ̄ɔn	CVVC	ɔɔ
sɔ̀ɔsɔ́	CVVCV	ɔɔɔ
sɔ́ɔsɔ̏	CVVCV	ɔɔɔ
sɤ̏	CV̈	ö
sɤ̏	CV̈	ö
sɤ̄	CV̈	ö
sɤ̏bhɔkw̄̀̄	CV̈CVCwVV	öɔwɛa
sɤ̏gā	CV̈CV	öa
sɤ̄i	CV̈V	öi
sɤ̄kpʌ̀	CV̈CCV̈	öë
sɤ̀ŋ	CV̈CC	ö
sɤ́ŋgɤ́sɤ̏ŋgɤ̏	CV̈CCCV̈CV̈CCCV̈	öööö
sɤ̄sɔ̀ɔ	CV̈CVV	öɔɔ
sū	CV	u
sú	CV	u
sùa	CVV	ua
sȕadhɤ̄	CVVCV̈	uaö
sùakʌ̄bhɛ̏n	CVVCV̈CV	uaëɛ
súän	CVVC	ua
súbhádhángā	CVCVCVCV	uaaa
súbhōyɛ̏abha	CVCVCVVCV	uoɛaa
súbhɯsɯ̏	CVCV̈CV̈	uüü
súdʌ̏ɯ	CVCV̈V̈	uëü
súglɤ̀ɤ	CVCCV̈V̈	uöö
súgbɔ̏	CVCCV	uɔ
sūŋ	CVCCC	u
súɤ	CVV̈	uö
súɤ	CVV̈	uö
súɤgādhʌ	CVV̈CVCV̈	uöaë
súpɛ́n	CVCVC	uɛ
súsōŋ	CVCVCC	uo
súsōŋgā	CVCVCCCV	uoa
sùû	CVV	uu
sùûgɯ́dhʌ́n	CVVCV̈CV̈	uuüë
sùûyāabhɛ̏n	CVVCVVCV	uuaaɛ
-sɯ̏	CV̈	ü
-sɯ̏	CV̈	ü
sɯ́	CV̈	ü
sɯ́ʌsɯ̏ʌ	CV̈V̈CV̈V̈	üëüë
sɯ̏ʌtȁ	CV̈V̈CV	üëa
sɯ̏-dhú	CV̈ CV	ü u
tȁ	CV	a
tȁ	CV	a
tā	CV	a
tá	CV	a
tá	CV	a
tàa	CVV	aa
tàa	CVV	aa
tàa	CVV	aa
táä	CVV	aa
tàadhɛ̏	CVVCV	aaɛ
táägbɔ̄lɯ́	CVVCCVCV̈	aaɔü
tȁalɯ̏	CVVCV̈	aaü
tàān	CVVC	aa
tàāngā	CVVCCV	aaa
táblʌ̏	CVCCV̈	aë
tȁbhābhɛ̏n	CVCVCV	aaɛ
tȁdhɛ	CVCV	aɛ
tȁdhūɤ	CVCVV̈	auö
tȁdhūɤ	CVCVV̈	auö
tȁ-gā	CV CV	a a
tȁ-kɔ̀ɔ̄	CV CVV	a ɔɔ
tȁ-kún	CV CVC	a u
tȁ-kpȁ	CV CCV	a a
tán	CVC	a
tántádhɤ̄n	CVCCVCCV̈	aaö
tāpʌ̏	CVCV̈	aë
tāpʌ̏dhɛ	CVCV̈CV	aëɛ
táɯ̈	CVV̈	aü
tȁ-yɤ̄	CV CV̈	a ö
tȁzɔ̏dhēn	CVCVCCV	aɔe
tɒ̏ɒ	CVV	aɔ
tɒ̀ɒ̄	CVV	aɔ
tɒ̀ɒ̄	CVV	aɔ
tʌ̏	CV̈	ë
tʌ́	CV̈	ë
tʌ́ʌ	CV̈V̈	ëë
tʌ́ʌ	CV̈V̈	ëë
tʌ́ʌbɔ̀āgɯ́	CV̈V̈CVVCV̈	ëëɔaü
tʌ́ʌgɔ̄n	CV̈V̈CVC	ëëɔ
tʌ́ʌtʌ̏	CV̈V̈CV̈	ëëë
tʌ́dhɛ̏	CV̈CV	ëɛ
tʌ̏n	CV̈C	ë
tʌ̄n	CV̈C	ë
tʌ́n	CV̈C	ë
tʌ̏ngʌ̏	CV̈CCV̈	ëë
tʌ̀ŋ	CV̈CC	ë
tʌ̄ŋ	CV̈CC	ë
tʌ̏ŋgʌ̏	CV̈CCCV̈	ëë
tʌ́pʌ̄	CV̈CV̈	ëë
tʌ́sɯ̏	CV̈CV̈	ëü
tʌ̄ɯ	CV̈V̈	ëü
tʌ̀ɯ̄dhʌ́n	CV̈V̈CV̈	ëüë
tȅ	CV	e
tē	CV	e
té	CV	e
té	CV	e
tȅdhʌ́n	CVCV̈	eë
tée	CVV	ee
tée	CVV	ee
téetȅ	CVVCV	eee
téezʌ̏	CVVCV̈	eeë
téŋtéŋdhɤ̄	CVCCCVCCCV̈	eeö
tété	CVCV	ee
tétúnsɯ̏	CVCVCCV̈	euü
tëyí	CVCV	ei
tɛ̀dhɛ̂n	CVCV	ɛɛ
tɛ̄dhɔ́ɔnyī	CVCCVVCV	ɛɔɔi
tɛ́ɛ	CVV	ɛɛ
tɛ́ɛn	CVVC	ɛɛ
tɛ́ɛpā	CVVCV	ɛɛa
tɛ̀ī	CVV	ɛi
tɛ̏idhɤ̄	CVVCV̈	ɛiö
tɛ̄nyī	CVCCV	ɛi
tɛ́tɛ̏	CVCV	ɛɛ
tíä	CVV	ia
tȉadhɤ̄bhɛ̏n	CVVCCV̈CV	iaöɛ
tìān	CVVC	ia
tīan	CVVC	ia
tíaŋtȉaŋ	CVVCCCVVCC	iaia
tīi	CVV	ii
tíibhɛ̏n	CVVCCV	iiɛ
tíin	CVVC	ii
tīizʌ̏	CVVCV̈	iië
tíŋ	CVCC	i
tȉɔn	CVVC	iɔ
tíɔŋtȉɔŋ	CVVCCCVVCC	iɔiɔ
tíɤŋtȉɤŋ	CVV̈CCCVV̈CC	iöiö
tītī{-dhȕ}n	CVCV {CV}	ii {u}
tȍ	CV	o
tó	CV	o
tó	CV	o
tòbhāntɤ̄	CVCVCV̈	oaö
tȍbhɛ̄ngɔ̏pʌ̏	CVCVCVCV̈	oɛɔë
tódhʌ́ngā	CVCV̈CV	oëa
tódhɛ	CVCV	oɛ
tódhiɤ	CVCVV̈	oiö
tókpɤ̄ɯdhɛ̏	CVCCV̈V̈CV	oöüɛ
tòo	CVV	oo
tōo	CVV	oo
tóo	CVV	oo
tóobhɛ̄	CVVCV	ooɛ
tóodhɛ̀ɛ̄dhɛ̏	CVVCVVCV	ooɛɛɛ
tóodhɛ̀ɛ̄dhɤ	CVVCVVCV̈	ooɛɛö
tóogbéëkʌ̄sɯ̏	CVVCCVVCV̈CV̈	ooeeëü
tōokɔ̏	CVVCV	ooɔ
tóoyí	CVVCV	ooi
tótābhɛ̏n	CVCVCV	oaɛ
tɔ̏	CV	ɔ
tɔ́	CV	ɔ
tɔ́	CV	ɔ
tɔ́bhán	CVCV	ɔa
tɔ̏bhangbɛ̂n	CVCCVCCVC	ɔaɛ
tɔ́bhɔ̄dhe	CVCVCV	ɔɔe
tɔ́bhɔ́dhiɤdhɛ̏n	CVCVCVV̈CV	ɔɔiöɛ
tɔ́bhɔ́dhiɤnyɛ̏klúʌ̈dhɛ̏	CVCVCVV̈CVCCVV̈CV	ɔɔiöɛuëɛ
tɔ̏dhē	CVCV	ɔe
tɔ̏gɔ̀n	CVCVC	ɔɔ
tɔ̏n	CVC	ɔ
tɔ̄ŋ	CVCC	ɔ
tɔ̀ɔ	CVV	ɔɔ
tɔ̀ɔ	CVV	ɔɔ
tɔ̄ɔ	CVV	ɔɔ
tɔ̄ɔ	CVV	ɔɔ
tɔ́ɔ̈	CVV	ɔɔ
tɔ́ɔbhán	CVVCV	ɔɔa
tɔ́ɔtɔ̏	CVVCV	ɔɔɔ
tɔ́-sȉɤ	CVCVV̈	ɔiö
tɔ́tɔ̏	CVCV	ɔɔ
tɤ̀dhɤ̀n	CV̈CV̈	öö
tɤ́ŋ	CV̈CC	ö
tɤ̄ŋgá	CV̈CCCV	öa
tɤ̏ŋgbɤ̏	CV̈CCCCV̈	öö
tɤ̀ɯ̄	CV̈V̈	öü
tɤ́ɯ̈	CV̈V̈	öü
tɤ́ɯ̈dhɤ̄	CV̈V̈CV̈	öüö
trȁtrȁdhɤ̄	CCVCCVCV̈	aaö
trʌ̀ʌ̂	CCV̈V̈	ëë
trʌ̏ʌdhɤ̄	CCV̈V̈CV̈	ëëö
trʌ́ʌtrʌ̏	CCV̈V̈CCV̈	ëëë
trʌ́ŋ	CCV̈CC	ë
trʌ̏ŋtrʌ̏ŋdhɤ̄	CCV̈CCCCV̈CCCV̈	ëëö
trɛ̀īn	CCVVC	ɛi
tròō	CCVV	oo
trōô	CCVV	oo
tróo	CCVV	oo
tròōkàāpʌ̏	CCVVCVVCV̈	ooaaë
tròōkʌ̄bhɛ̏n	CCVVCV̈CV	ooëɛ
trɔ̄ŋ	CCVCC	ɔ
trɔ̄ɔ̂	CCVV	ɔɔ
trɔ̀ɔdhɤ̄n	CCVVCCV̈	ɔɔö
trɔ̄ɔdhɤn	CCVVCCV̈	ɔɔö
trɔ́ɔ̈n	CCVVC	ɔɔ
trɤ̄	CCV̈	ö
trɤ́ŋtrɤ̏ŋ	CCV̈CCCCV̈CC	öö
trùʌn	CCVV̈C	uë
trȕu	CCVV	uu
trúu	CCVV	uu
trɯ́ʌtrɯ̏ʌ	CCV̈V̈CCV̈V̈	üëüë
trɯ́ŋ	CCV̈CC	ü
tú	CV	u
tȕʌ	CVV̈	uë
túʌŋtúʌŋ̏	CVV̈CCCVV̈CC	uëuë
túɛyɔ́n	CVVCVC	uɛɔ
tùn	CVC	u
tūɤ	CVV̈	uö
tùū tùū	CVV CVV	uu uu
túubhɛ̏n	CVVCCV	uuɛ
tūudhɤ	CVVCV̈	uuö
tùūn	CVVC	uu
tùûn	CVVC	uu
túun	CVVC	uu
tùuntún	CVVCCVC	uuu
tùunzʌ̏	CVVCCV̈	uuë
ɯ̄	V̈	ü
ɯ̄	V̈	ü
ɯ́	V̈	ü
ɯ́	V̈	ü
ɯ̈	V̈	ü
ɯ̂	V̈	ü
ɯ́ʌ̈n	V̈V̈C	üë
ɯ̄ká	V̈CV	üa
và	vV	va
và	vV	va
vá	vV	va
vȁa	vVV	vaa
váa	vVV	vaa
váa	vVV	vaa
vȁagā	vVVCV	vaaa
vȁagāyȉʌkɔ̏dhʌ́ngā	vVVCVCVV̈CVCV̈CV	vaaaiëɔëa
váan	vVVC	vaa
váanvȁdhɛn	vVVCvVCCV	vaavaɛ
vàanván	vVVCvVC	vaava
vàāvàā	vVVvVV	vaavaa
vàȁzʌ̏	vVVCV̈	vaaë
vádhɤ̄	vVCV̈	vaö
vàvà	vVvV	vava
vávádhɤ̄	vVvVCV̈	vavaö
vɒ̄ɒnvɒ̄ɒdhɤn	vVVCvVVCCV̈	vaɔvaɔö
vʌ̏	vV̈	vë
vʌ́ɯvʌ̏ɯ	vV̈V̈vV̈V̈	vëüvëü
vʌ̀ɯ̄vʌ̀ɯ̄dhɤ	vV̈V̈vV̈V̈CV̈	vëüvëüö
vé	vV	ve
véaavȅa	vVVVvVV	veaavea
véë	vVV	vee
végā	vVCV	vea
vɛ̄	vV	vɛ
vɛ̄ɛdhɛ̏	vVVCV	vɛɛɛ
vɛ̄ɛdhɤ	vVVCV̈	vɛɛö
vɛ̄ɛdhɤ	vVVCV̈	vɛɛö
vɛ̏i	vVV	vɛi
vɛ̄idhɛ̏	vVVCV	vɛiɛ
vɛ̏ŋdhɤ̄	vVCCCCV̈	vɛö
vìānvìādhɤn	vVVCvVVCCV̈	viaviaö
víavȉa	vVVvVV	viavia
víʌʌ	vVV̈V̈	viëë
víʌvȉʌ	vVV̈vVV̈	viëvië
vīi	vVV	vii
vīn	vVC	vi
vȉŋ	vVCCC	vi
víɔ̈n	vVVC	viɔ
vlā	vCV	va
vlā	vCV	va
vlàa	vCVV	vaa
vláanvlȁn	vCVVCvCVC	vaava
vlānkāadhɤn	vCVCCVVCCV̈	vaaaö
vlānvlànvlādhɤn	vCVCvCVCvCVCCV̈	vavavaö
vlānvlànvlān	vCVCvCVCvCVC	vavava
vlʌ́ŋvlʌ̏ŋ	vCV̈CCvCV̈CC	vëvë
vlɛ̄î	vCVV	vɛi
vlɛ́ŋvlɛ̏ŋ	vCVCCvCVCC	vɛvɛ
vló	vCV	vo
vlōo	vCVV	voo
vlɤ̄dhɤ	vCV̈CV̈	vöö
vlùazʌ̏	vCVVCV̈	vuaë
vlɯ̄	vCV̈	vü
vlɯ́ŋ	vCV̈CC	vü
vlɯ́ɯn	vCV̈V̈C	vüü
vlɯ́vlɯ́dhɤ̄	vCV̈vCV̈CV̈	vüvüö
vòkāâ	vVCVV	voaa
vōodhɤ	vVVCV̈	vooö
vɔ́	vV	vɔ
vɔ̄ŋ	vVCC	vɔ
vɔ̏ɔ	vVV	vɔɔ
vɔ̏ɔgā	vVVCV	vɔɔa
vɤ̄	vV̈	vö
vɤ́ɯ	vV̈V̈	vöü
vɤ́ɯzʌ̏	vV̈V̈CV̈	vöüë
vùʌ̄n	vVV̈C	vuë
vùʌ̄nvùʌ̄dhɤn	vVV̈CvVV̈CCV̈	vuëvuëö
vúʌvȕʌ	vVV̈vVV̈	vuëvuë
vúu	vVV	vuu
vȕudō	vVVCV	vuuo
vɯ̈	vV̈	vü
wȁ	wV	wa
wȁ	wV	wa
wà	wV	wa
wà	wV	wa
wā	wV	wa
wá	wV	wa
wȁa	wVV	waa
wàa	wVV	waa
wàâ	wVV	waa
wāa	wVV	waa
wāa	wVV	waa
wāȁ	wVV	waa
wāȁ	wVV	waa
wāȁ	wVV	waa
wáa	wVV	waa
wáa	wVV	waa
wáä	wVV	waa
wȁabhȁanyȉ	wVVCVVCV	waaaai
wáadhɛ̏	wVVCV	waaɛ
wȁadhɤ̄	wVVCV̈	waaö
wàādhūn	wVVCCV CV̈	waau ü
wāadhūn	wVVCV	waau
wȁan	wVVC	waa
wàān	wVVC	waa
wáan	wVVC	waa
wáän	wVVC	waa
wáanwȁn	wVVCwVC	waawa
wàawá	wVVwV	waawa
wáawá	wVVwV	waawa
wáawá	wVVwV	waawa
wāgɔ̄n	wVCVC	waɔ
wāŋ	wVCC	wa
wɒ̀ɒ	wVV CV̈	waɔ ü
Wɒ̀ɒ̏dhɤ̄	WVVCV̈	Waɔö
wæ̀ǣ	wVV	wɛa
wʌ́ɯ̈	wV̈V̈	wëü
wʌ́ɯ̈dhɛ́	wV̈V̈CV	wëüɛ
wʌ́ɯ̈gā	wV̈V̈CV	wëüa
wʌ́ɯ̈sɛ́ɛ̈n	wV̈V̈CVVC	wëüɛɛ
wʌ̏ɯzʌ̏	wV̈V̈CV̈	wëüë
wé	wV	we
wéʌ̈	wVV̈ CV̈	weë ü
wèe	wVV	wee
wèe	wVV	wee
wēe	wVV	wee
wēekɔ́	wVVCV	weeɔ
wèepākɔ̏dhʌ́ngā	wVVCVCVCV̈CV	weeaɔëa
wèeyȉ	wVVCV	weei
wégā	wVCV	wea
wēi	wVV	wei
wēiyí	wVVCV	weii
wēŋ	wVCC	we
wéŋ	wVCC	we
wɛ̏ɛ	wVV	wɛɛ
wɛ̏ɛbhōdhe	wVVCVCV	wɛɛoe
wɛ̏ɛdhɤ̄n	wVVCCV̈	wɛɛö
wɛ̏i	wVV	wɛi
wɛ̄n	wVC	wɛ
wɛ́ŋsɔ̄dhʌ́n	wVCCCVCV̈	wɛɔë
wìan	wVVC	wia
wìangā	wVVCCV	wiaa
wíanwȉan	wVVCwVVC	wiawia
wíʌ	wVV̈	wië
wīɤ	wVV̈	wiö
wísá	wVCV	wia
wlā	wCV	wa
wláan	wCVVC	waa
wláän	wCVVC	waa
wlàawlá	wCVVwCV	waawa
wlȁdhɤ̄	wCVCV̈	waö
wlán	wCVC	wa
wlȁwlȁdhɤ̄	wCVwCVCV̈	wawaö
wlǽæ̏	wCVV	wɛa
wlæ̏æzʌ̏	wCVVCV̈	wɛaë
wlʌ̀ʌ̄	wCV̈V̈	wëë
wlʌ́ʌnwlʌ̏n	wCV̈V̈CwCV̈C	wëëwë
wlʌ̄ɯ	wCV̈V̈	wëü
wlɛ̏ɛdhɤ̄	wCVVCV̈	wɛɛö
wlōo	wCVV	woo
wlɤ̄wlɤ̄zʌ̏	wCV̈wCV̈CV̈	wöwöë
wȍ	wV	wo
wȍ	wV	wo
wȍ	wV	wo
wȍ	wV	wo
wȍ	wV	wo
wȍ	wV	wo
wò	wV	wo
wō	wV	wo
wō	wV	wo
wō	wV	wo
wō	wV	wo
wó	wV	wo
wó	wV	wo
wö	wV	wo
wōʌ̏	wVV̈	woë
wȍdȁplɛ̀bhɛ̏n	wVCVCCVCV	woaɛɛ
wȍdhíɤlȍbhɛ̏n	wVCVV̈CVCV	woiöoɛ
wȍdhíɤsɯ́bhɛ̏n	wVCVV̈CV̈CV	woiöüɛ
wȍgbíŋ̈dhɛ̏	wVCCVCCCCV	woiɛ
wȍká	wVCV	woa
wōká	wV CV	wo a
wòŋ	wVCC	wo
wōŋ̏	wVCC	wo
wóŋ̈	wVCC	wo
wōŋ{wō}-dhȕn	wVCC {wV} CV	wo {wo} u
wòō	wVV	woo
wɔ̏	wV	wɔ
wɔ̄	wV	wɔ
wɔ̄	wV	wɔ
wɔ̄	wV	wɔ
wɔ́	wV	wɔ
wɔ̄dhɛ̏	wVCV	wɔɛ
wɔ́dhɤ̄	wVCV̈	wɔö
wɔ̄kɔ̏	wVCV	wɔɔ
wɔ́ŋwɔ̏ŋ	wVCCCwVCCC	wɔwɔ
wɔ̀ɔ̏	wVV	wɔɔ
wɔ́ɔnwɔ̏n	wVVCwVC	wɔɔwɔ
wɔ̀ūglōʌ̂bhȁn	wVVCCVV̈CV	wɔuoëa
wɔ́yɛ́lân	wVCVCVC	wɔɛa
wɔ́zʌ̏	wVCV̈	wɔë
wɤ̄	wV̈	wö
wɤ̀ŋ̄	wV̈CC	wö
wɤ̄ɤ	wV̈V̈	wöö
wɤ̄ɤdhɛ̏	wV̈V̈CV	wööɛ
wɤ̄ɯdhɤ	wV̈V̈CV̈	wöüö
wúdhɤ̄nkʌ̄dhíɤblɛ̀ɛ̄bhɛ̏n	wVCCV̈CV̈CVV̈CCVVCV	wuöëiöɛɛɛ
wūn	wVC	wu
wún	wVC	wu
wúnblʌ́	wVCCCV̈	wuë
wúndánpɤ̄bhɛ̏n	wVCCVCCV̈CV	wuaöɛ
wúndɔ̏a	wVCCVV	wuɔa
wúndɔ̄bhɛ̏n	wVCCVCV	wuɔɛ
wúndɔ̄dhe	wVCCVCV	wuɔe
wúndȕadhē	wVCCVVCV	wuuae
wūngā	wVCCV	wua
wúngīâ	wVCCVV	wuia
wúngɔ̏	wVCCV	wuɔ
wúngɔ̏dhíɤbhɛ̏n	wVCCVCVV̈CV	wuɔiöɛ
wúntȁyɔ́bhɛ̏n	wVCCVCVCV	wuaɔɛ
wúnyɤ̏yāansɯ̏	wVCCV̈CVVCCV̈	wuöaaü
wúnzàāsɯ̏	wVCCVVCV̈	wuaaü
wúu	wVV	wuu
wɯ̄	wV̈	wü
wɯ́	wV̈	wü
wɯ́	wV̈	wü
wɯ́dhɛ̏	wV̈CV	wüɛ
wɯ̄kwī	wV̈CwV	wüwi
wɯ̀ɯ̂	wV̈V̈	wüü
yȁ	CV	a
yȁ	CV	a
yà	CV	a
yā	CV	a
yā	CV	a
yá	CV	a
yá	CV	a
yȁa	CVV	aa
yāa	CVV	aa
yāa	CVV	aa
yáa	CVV	aa
yáä	CVV	aa
yāadhɛ̏	CVVCV	aaɛ
yáadhɛn	CVVCCV	aaɛ
yàādhūn	CVVCV	aau
yàādhūn	CVVCCV CV̈	aau ü
yȁagā	CVVCV	aaa
yāagɯ́bhɛ̏n	CVVCV̈CV	aaüɛ
yȁan	CVVC	aa
yȁan	CVVC	aa
yàȁn	CVVC	aa
yáan	CVVC	aa
yáan	CVVC	aa
yáän	CVVC	aa
yáanló	CVVCCV	aao
yȁantédhē	CVVCCVCV	aaee
yȁatȁgblȍo	CVVCVCCCVV	aaaoo
yāazʌ̏	CVVCV̈	aaë
yádhʌ́n	CVCCV̈	aë
yȁdhɛ	CVCV	aɛ
yádhɛ̏nyɤ̄bhɛ̏n	CVCCVCV̈CV	aɛöɛ
yákȍ	CVCV	ao
yȁkúʌ̈dhē	CVCVV̈CV	auëe
yȁn	CVC	a
yán	CVC	a
yán	CVC	a
yȁnbɔ̄dhɛ̏	CVCCVCV	aɔɛ
yángā	CVCCV	aa
yȁngādō	CVCCVCV	aao
yángādōzʌ̏	CVCCVCVCV̈	aaoë
yánkpȍŋtȁ	CVCCCVCCCV	aoa
yánpíɤpʌ̏	CVCCVV̈CV̈	aiöë
yánpúu	CVCCVV	auu
yántīi	CVCCVV	aii
yántóȁgɔ̏pʌ̏	CVCCVVCVCV̈	aoaɔë
yánzìɤ̄	CVCCVV̈	aiö
yáŋ̈	CVCC	a
yásá	CVCV	aa
yàɯ	CVV̈	aü
yāyā{-dhȕ}n	CVCV {CV}	aa {u}
yȁyɔ́ɔ	CVCVV	aɔɔ
yɒ̏ɒ	CVV	aɔ
yɒ̀ɒbhāa	CVVCVV	aɔaa
yɒ̀ɒ̂n	CVVC	aɔ
yǽæ	CVV	ɛa
yʌ̄n	CV̈C	ë
yʌ̀ŋ	CV̈CCC	ë
yʌ̀ŋ	CV̈CCC	ë
yʌ́ŋ	CV̈CC	ë
yʌ́ŋ	CV̈CC	ë
yʌ́ŋ	CV̈CC	ë
yʌ́ŋ	CV̈CCC	ë
yʌ́ŋ	CV̈CCC	ë
yʌ́ŋdhɛ̏	CV̈CCCV	ëɛ
yʌ́ŋgbló	CV̈CCCCCV	ëo
yʌ́ŋtàa	CV̈CCCCVV	ëaa
yʌ́ŋtàadhɛ̏	CV̈CCCCVVCV	ëaaɛ
yʌ́ŋtīibhɛ̏n	CV̈CCCCVVCV	ëiiɛ
yʌ́ŋyʌ̏	CV̈CCCV̈	ëë
yédhábhɛ̏n	CVCVCV	eaɛ
yédhán	CVCV	ea
yédhánzʌ̏	CVCVCV̈	eaë
yédhén	CVCV	ee
yèê	CVV	ee
yée	CVV	ee
yéë	CVV	ee
yèêdhȉ	CVVCV	eei
yèêgā	CVVCV	eea
yéegblɯ̄ŋ	CVVCCCV̈CC	eeü
yéi	CVV	ei
